Autor_Tema_Publicação;Citação
Eduardo_Kobra;A gente desce e vai até a Rua da Aurora várias vezes durante o dia para ver como está ficando. Várias pessoas têm me marcado nas redes sociais, tanto pelo aniversário da cidade, quanto por Luiz Gonzaga, por si só. Artistas têm vindo aqui, grafiteiros, para conversar com a gente.
Eduardo_Kobra;Como eu nasci na periferia de São Paulo, filho de família simples e pobre, a minha vida sempre foi na rua. Mas meu primeiro envolvimento com arte de rua foi com pichação, mas não tinha nada de desenho, eu só assinava meu nome. A relação entre rua e desenho veio depois. O que eu gostava era da adrenalina que a rua proporciona, de fugir e correr da polícia. Minha história é autodidata, assim como a maior parte das pessoas da periferia. Com as dificuldades que qualquer menino nesse espaço tem, todos contra, a questão da sobrevivência porque muitas vezes os talentos são reprimidos. Paralelamente com a pintura trabalhei de motoboy, porque precisava me sustentar. Mas nunca parei de desenhar. Desde 1987, quando comecei, nunca mais parei.
Eduardo_Kobra;Nenhum deles é por acaso, essa é a primeira e principal característica. Eu comecei a pintá-los em 2000 com o projeto muro das memórias, que são como portais para cidades do passado. Ele fala de preservação histórica e de personalidades que lutaram por um mundo diferente. A ideia da cor veio porque eu comecei a retratar fotografias em preto e branco e o colorido encaixou perfeitamente para mostrar esse ressignificado que eu busco dar para minhas obras, uma releitura entre passado e presente. Para pintá-los existe todo um preparo e uma pré-pesquisa tanto de conteúdo, quanto de cor e do espaço em que a imagem vai ser colocada. Se analisarmos, por exemplo, o mural da Anne Frank percebemos essa preocupação: para pintar essa personagem eu fiz uma pesquisa na casa dela, em Amsterdã, acessei toda a sua iconografia e desenvolvi o desenho. O fundo é a reprodução da capa do diário dela e os padrões de letra também foram pesquisados durante essa viagem. Aqui existe conteúdo histórico, que tem a preocupação de trazer para hoje aquilo que aconteceu há anos.
Eduardo_Kobra;Quando você viaja para outros países e vê pinturas clássicas de 500 anos atrás que ainda estão ali, penso: por que a arte de rua tem esse aspecto descartável? Por que não cuidar e preservar? Preparar a parede, iluminar, envernizar, dar oportunidade para que as próximas gerações possam contemplar a grandiosidade dos artistas que hoje estão pintando nas ruas do Brasil e do mundo.
Eduardo_Malaspina;A Boa Nova é anunciada acompanhada de sinais. E assim será a vida de vocês, anunciando a Boa Notícia, acompanhados de sinais. Vocês precisam ter na boca palavras de libertação, de conselho, de acolhimento. Precisam enfrentar os conflitos no caminho, anunciando o Cristo mesmo nas dificuldades. Vocês irão impor suas mãos sobre aqueles que precisarem. E não se esqueçam desta regra de vida: vocês não estão sozinhos.
Eduardo_Moreira;O comprovante que a pessoa emite para o credor que lhe emprestou dinheiro é um título da dívida ou título de renda fixa. E o comprovante emitido para o sócio é uma ação. Agora a notícia bombástica: todo o mercado financeiro resume-se a somente esses dois títulos, os de dívida e as ações! p. 29
Eduardo_Moreira;Do dinheiro parado em conta-corrente até os fundos de investimentos, CDBs, negociações no Tesouro Direto e mais aquela centena de produtos aparentemente complicados - todos são ou uma dívida, ou uma participação societária! Sabendo só isso, a maioria das pessoas economizaria uma quantidade enorme de dinheiro todos os anos. Pois saberia as perguntas corretas a fazer a seus atendentes nos bancos e não embarcaria em canoas furadas tão frequentemente vendidas como bons produtos. p. 29
Eduardo_Moreira;Na quase totalidade dos casos, a pessoa que lhe atende no banco ou na corretora tem sua remuneração vinculada ao lucro que gerou ao lhe vender o produto. p. 31
Eduardo_Moreira;Quanto mais rentável para o banco for o produto, mais o gerente ganha no final do mês por vendê-lo. Isso faz com que os gerentes vendam sempre os produtos que os fazem bater a meta estipulada pelo banco, ou aqueles que geram um maior lucro para o banco (e não para você!) e que, portanto, rendem maiores comissões. p. 31
Eduardo_Moreira;Quando seu consultor disser que quer te mostrar o investimento mais lucrativo que tem, pergunte a ele lucrativo para quem?. Quase nunca o investimento que o banco lhe mostra é o que há de melhor para você. p. 32
Eduardo_Moreira;Títulos de capitalização são simplesmente sorteios, como as loterias, só que com prêmios ridiculamente menores. p. 32
Eduardo_Moreira;Quando você coloca seu dinheiro em um banco, imagina que o risco de perdê-lo é igual ao risco de o banco quebrar, mas, na maioria das vezes, esse raciocínio é absolutamente equivocado. ... em boa parte desses casos, pouca diferença faz o banco em que você está: importa mesmo o investimento em si! p. 33
Eduardo_Moreira;... quando você investe em um fundo, seu dinheiro deixa aquele banco e vai para outro lugar! E, a partir desse momento, seu risco passa a ser equivalente aos investimentos que estão sendo feitos dentro do fundo. p. 33
Eduardo_Moreira;Só existem dois tipos de investimentos! Na verdade, todas as opções que você acha que tem à disposição resumem-se somente a uma destas duas, como já disse: ações ou dívidas. p. 35
Eduardo_Moreira;Se o título que estão lhe mostrando é um título de renda fixa, você já sabe que está comprando um título de dívida, ou seja, está emprestando dinheiro para alguém. p. 35
Eduardo_Moreira;... o valor era acima de R$ 100 mil. Ou seja, para qualquer valor menor do que esse, você estaria mais bem servido deixando o dinheiro parado no cofre de casa do que aplicado no fundo do banco - dado que as tarifas corroeriam mais do que você ganharia de juros reais. Como num truque de mágica, os bancos conseguem fazer seus clientes não prestarem atenção nos mecanismos que criam para ganhar o seu dinheiro. p. 36
Eduardo_Moreira;A caderneta de poupança mereceria uma nota, também, descrevendo por que está sempre, em qualquer condição econômica, como um dos piores investimentos disponíveis (e um dos mais lucrativos para os bancos). Em vez de escrever, porém, deixo uma pergunta ao leitor: se a caderneta de poupança fosse realmente um bom investimento para as pessoas, precisaria de tanta propaganda e haveria tanto interesse em ser vendida pelos bancos? p. 37
Eduardo_Moreira;O capitalismo é um modelo que depende intrinsecamente da desinformação em massa. Não haveria qualquer outra forma de um sistema tão cruel e injusto como ele permanecer de pé que não fosse essa. p. 39
Eduardo_Moreira;O capitalismo sobrevive somente em função da propaganda, que faz dele o que não é. p. 40
Eduardo_Moreira;... não me parece razoável imaginar que o sistema que torna os oito indivíduos mais ricos do mundo detentores da metade da riqueza de toda a população mundial (quase 4 bilhões de pessoas) tenha qualquer chance de ser justo. p. 40
Eduardo_Moreira;... os oito mais ricos e a maior parte do 4 bilhões mais pobres estão em países capitalistas. p. 40
Eduardo_Moreira;As horas de trabalho, de estudo e de esforço dos mais pobres são infinitamente maiores, na média, do que as daqueles que ocupam o topo do sistema. Por isso a análise dita meritocrática é realizada sempre e somente com os que chegaram lá e nunca com os que estão lá. p. 42
Eduardo_Moreira;A dura realidade é que a maioria das pessoas que estão nas camadas de cima da pirâmide social têm conhecimento, habilidade e esforço médios: são medíocres. p. 42
Eduardo_Moreira;É o fato de que um evento real vale mais para formar opinião do que qualquer estatística. E é em cima de pouquíssimos casos reais, como o de seu Zé, que o sistema mascara uma infinidade de casos de fracassos e injustiça que acabam virando apenas estatística. p. 43
Eduardo_Moreira;O capitalismo sempre será o sistema no qual pobres trabalham para ver o resultado de seu esforço refletido na melhoria da vida alheia, nesse caso, a dos ricos. p. 44
Eduardo_Moscovis;Carrego um ranço de machismo, mas aprendi a ser maleável com o casamento
Eduardo_Paes;Maricá é uma merda de lugar.
Eduardo_Pinheiro_da_Silva;A juventude está nas escadarias da Igreja. Cabe a nós fazê-la entrar.
Eduardo_Portella;"A cotidianidade, quando vivida enraizadamente, é o minuto e a permanência; mais do que a usura, é a partilha, talvez a doação. Somente os livros votados a essa proeza silenciosa são capazes de nos acompanhar para sempre.‎"
Eduardo_Portella;O patrulhamento é hiperpreconceito, é um exercício contundente do preconceito, é um desrespeito ao outro. Nós só somos democratas se formos capazes de aceitar o diferente da gente.
Eduardo_Prado_Coelho;Diria que é a tentativa de conter a noite do mundo através da multiplicação de poses, mas que também é o modo como a pose desarma as convenções de identidade dos retratos.
Eduardo_Souto_de_Moura;Como é costume dizer-se, o arquitecto tem que estar atento ao mundo, mas por outro lado, tem que ser um bocado esquizóide. Porque quando tem que desenhar, o mundo é uma folha A4.
Eduardo_Suplicy;Hitler foi eleito pela maioria alemã. Há ocasiões em que mesmo a maioria pode errar.
Eduardo_Suplicy;Quero ser presidente da República.
Eduardo_Suplicy;O Suplicy cria mais dificuldade do que 20 jornalistas juntos.
Eduardo_Suplicy;Assim encruadas, as primárias democratas estão ficando com a cara do senador Eduardo Suplicy: não mudam nada e não terminam nunca, mas todo mundo aplaude.
Eduardo_Verástegui;Se eu não tiver esta disciplina espiritual de todos os dias, se não for ao ‘ginásio da alma’ para desenvolver uma vida virtuosa não consigo, é impossível.
Eduardo_Vicente_Mirás;Neste momento da história, a humanidade, achando equivocadamente que se submeter à vontade de Deus mutila a existência ou coage a liberdade, inclina-se perante a ilusão de viver ligada a seu exclusivo parecer, e rejeita a autêntica imagem de Deus e sua lei.
Eduardo_Vicente_Mirás;Em meio desta confusão, o ser humano não deixa de procurar o verdadeiro significado da vida e o autêntico sentido de sua atividade. É responsabilidade da Igreja encher este vazio e sanar esta ferida da civilização, dando a conhecer a mensagem de Jesus com todas suas conseqüências.
Eduardo_Vieira_dos_Santos;A presença de Jesus e o recebimento do dom da paz torna os discípulos em verdadeiros missionários. A paz trazida por nosso Senhor nos transforma por dentro, transforma as nossas fraquezas em forças, os nossos medos em coragem, as nossas dúvidas em certezas.
Eduardo_Villas_Bôas;O que conversamos morrerá entre nós. O senhor [general Villas Bôas] é um dos responsáveis por eu estar aqui
Eduardo_Zielski;O pão é algo que simboliza tudo, insubstituível para sustentar a vida... O pão sempre é pão. Ele não muda conforme o paladar. O mesmo acontece com a fé. A fé é a mesma para todos. A fé não pode ser manipulada, conforme o paladar. Apresenta-se para ser recebida e não muda conforme ao consumisse. O pão recebido precisa ser assegurado. O mesmo acontece com a fé.
Eduardo_Zielski;Que a misericórdia é o amor em ação, não em teoria.
Eduardo_Zielski;A Romaria da terra, denuncia, reflete e vem nos levar para um novo caminho de desenvolvimento onde a pessoa humana, nossas florestas e nossos mananciais são colocados como objetivos centrais do desenvolvimento.
